Date,Ticker,Action,Strike,Qty,Price,Total_Flow,Realized_PnL,Notes
2016-05-20,TSLA,SELL_CALL,15.8,24,0.28,680.12,0.0,Covered Call
2016-05-20,AMAT,SELL_PUT,20.94,18,0.88,1575.13,0.0,IV: 43.98%
2016-05-23,AMZN,BTC_PROFIT,30.81,12,0.19,233.18,860.35,Profit: 79.0%
2016-05-23,WMT,SELL_PUT,21.65,18,0.72,1294.85,0.0,IV: 36.23%
2016-05-24,MS,BTC_PROFIT,26.0,15,0.26,394.65,685.04,Profit: 64.1%
2016-05-24,META,BTC_PROFIT,111.05,3,0.98,293.51,552.72,Profit: 65.5%
2016-05-24,AMZN,SELL_PUT,32.9,12,1.09,1302.39,0.0,IV: 36.11%
2016-05-24,MS,SELL_PUT,25.89,15,0.66,991.18,0.0,IV: 29.10%
2016-05-25,NOW,BTC_PROFIT,67.89,5,1.54,769.43,793.06,Profit: 51.0%
2016-05-25,MSFT,BTC_PROFIT,49.74,7,0.53,371.42,467.74,Profit: 56.2%
2016-05-25,NOW,SELL_PUT,65.4,6,3.13,1880.68,0.0,IV: 47.81%
2016-05-25,MSFT,SELL_PUT,49.22,8,1.23,987.85,0.0,IV: 28.85%
2016-05-27,LULU,BTC_PROFIT,62.34,6,0.71,424.67,996.97,Profit: 70.3%
2016-05-27,AMAT,BTC_PROFIT,20.94,18,0.39,708.24,843.49,Profit: 55.0%
2016-05-27,AMAT,SELL_PUT,22.59,17,0.98,1663.38,0.0,IV: 44.89%
2016-05-27,AAPL,SELL_PUT,23.69,16,0.57,905.56,0.0,IV: 28.08%
2016-06-01,GS,BTC_PROFIT,159.39,2,1.37,274.51,417.22,Profit: 60.5%
2016-06-01,META,SELL_PUT,113.38,3,2.65,795.03,0.0,IV: 25.55%
2016-06-02,MS,BTC_PROFIT,25.89,15,0.33,493.51,478.17,Profit: 50.2%
2016-06-02,SLB,SELL_PUT,72.02,5,1.51,754.51,0.0,IV: 23.96%
2016-06-03,NOW,BTC_PROFIT,65.4,6,0.3,178.66,1694.22,Profit: 90.5%
2016-06-03,NOW,SELL_PUT,70.19,5,1.53,764.72,0.0,IV: 24.47%
2016-06-06,EOG,BTC_PROFIT,79.82,4,0.63,253.13,556.3,Profit: 68.9%
2016-06-06,EOG,SELL_PUT,77.58,5,2.03,1013.52,0.0,IV: 27.27%
2016-06-07,SLB,BTC_PROFIT,72.02,5,0.7,349.89,398.12,Profit: 53.6%
2016-06-07,SLB,SELL_PUT,75.65,5,1.74,872.28,0.0,IV: 27.46%
2016-06-08,NOW,BTC_PROFIT,70.19,5,0.66,328.67,429.55,Profit: 57.0%
2016-06-08,LULU,SELL_PUT,67.51,6,1.58,950.91,0.0,IV: 27.73%
2016-06-10,META,BTC_PROFIT,113.38,3,0.94,281.51,509.63,Profit: 64.6%
2016-06-10,NOW,SELL_PUT,70.66,5,1.63,817.17,0.0,IV: 25.34%
2016-06-13,VRTX,BTC_PROFIT,91.7,3,0.93,279.21,487.44,Profit: 63.8%
2016-06-13,TSLA,BTC_PROFIT,15.8,24,0.13,313.02,335.9,Profit: 54.0%
2016-06-13,TSLA,SELL_CALL,15.77,24,0.33,792.25,0.0,Covered Call
2016-06-13,VRTX,SELL_CALL,98.31,3,2.07,620.04,0.0,Covered Call
2016-06-15,WMT,BTC_PROFIT,21.65,18,0.22,397.49,873.95,Profit: 69.3%
2016-06-15,WMT,SELL_PUT,22.15,18,0.66,1187.14,0.0,IV: 33.98%
2016-06-16,AMZN,BTC_PROFIT,32.9,12,0.04,49.21,1237.58,Profit: 96.2%
2016-06-16,MS,SELL_PUT,23.93,16,0.52,833.14,0.0,IV: 24.42%
2016-06-17,TSLA,BTC_PROFIT,15.77,24,0.16,392.98,368.07,Profit: 50.4%
2016-06-17,VRTX,BTC_PROFIT,98.31,3,0.96,288.17,327.97,Profit: 53.5%
2016-06-17,TSLA,SELL_CALL,15.31,24,0.29,692.07,0.0,Covered Call
2016-06-17,VRTX,SELL_CALL,94.18,3,1.92,575.33,0.0,Covered Call
2016-06-21,MSFT,BTC_PROFIT,49.22,8,0.37,292.39,685.06,Profit: 70.4%
2016-06-21,MS,BTC_PROFIT,23.93,16,0.26,408.2,404.13,Profit: 51.0%
2016-06-21,MS,SELL_PUT,25.01,16,0.59,951.76,0.0,IV: 25.76%
2016-06-21,GS,SELL_PUT,141.61,2,2.8,560.76,0.0,IV: 23.17%
2016-06-23,AMAT,BTC_PROFIT,22.59,17,0.37,635.06,1006.22,Profit: 61.8%
2016-06-23,TSLA,BTC_PROFIT,15.31,24,0.14,328.48,332.39,Profit: 52.5%
2016-06-23,TSLA,SELL_CALL,14.35,24,0.35,847.45,0.0,Covered Call
2016-06-23,AMAT,SELL_PUT,22.66,17,0.92,1563.98,0.0,IV: 43.18%
2016-06-24,VRTX,BTC_PROFIT,94.18,3,0.73,218.04,353.39,Profit: 62.1%
2016-06-24,VRTX,SELL_CALL,88.93,3,1.95,585.71,0.0,Covered Call
2016-06-27,AVGO,BTC_PROFIT,14.91,25,0.02,48.39,425.76,Profit: 90.4%
2016-06-27,AVGO,SELL_CALL,15.31,25,0.3,745.33,0.0,Covered Call
2016-06-30,AAPL,BTC_PROFIT,23.69,16,0.26,414.33,470.43,Profit: 54.2%
2016-06-30,EOG,BTC_PROFIT,77.58,5,0.96,480.46,526.56,Profit: 52.6%
2016-06-30,EOG,SELL_PUT,78.79,5,2.5,1249.61,0.0,IV: 32.99%
2016-06-30,BLK,SELL_PUT,323.5,1,9.56,955.63,0.0,IV: 31.61%
2016-07-01,SLB,BTC_PROFIT,75.65,5,0.84,420.4,445.39,Profit: 51.8%
2016-07-01,LULU,BTC_PROFIT,67.51,6,0.3,179.57,763.54,Profit: 81.1%
2016-07-01,JPM,SELL_PUT,57.86,7,1.6,1120.03,0.0,IV: 30.38%
2016-07-01,ADBE,SELL_PUT,90.02,4,2.29,914.93,0.0,IV: 28.94%
2016-07-08,WMT,BTC_PROFIT,22.15,18,0.0,0.0,1163.74,Profit: 100.0%
2016-07-08,CAT,SELL_PUT,73.07,5,2.01,1006.57,0.0,IV: 30.30%
2016-07-14,GS,BTC_PROFIT,141.61,2,0.53,106.94,451.23,Profit: 80.9%
2016-07-14,GS,SELL_PUT,153.51,2,4.96,992.91,0.0,IV: 33.40%
2016-07-15,CAT,BTC_PROFIT,73.07,5,0.99,494.28,505.79,Profit: 50.9%
2016-07-15,CAT,SELL_PUT,76.22,5,2.12,1060.33,0.0,IV: 30.53%
2016-07-18,MS,BTC_PROFIT,25.01,16,0.26,422.37,508.58,Profit: 55.6%
2016-07-18,AMAT,BTC_PROFIT,22.66,17,0.01,24.19,1517.69,Profit: 98.5%
2016-07-18,MS,SELL_PUT,26.07,15,1.15,1718.5,0.0,IV: 45.25%
2016-07-18,AMAT,SELL_PUT,25.12,16,0.6,958.61,0.0,IV: 27.97%
2016-07-22,NOW,BTC_PROFIT,70.66,5,0.68,337.94,472.74,Profit: 58.6%
2016-07-22,NOW,SELL_PUT,67.16,6,3.17,1901.75,0.0,IV: 47.28%
2016-07-25,BLK,BTC_PROFIT,323.5,1,1.58,157.97,796.36,Profit: 83.5%
2016-07-25,JPM,BTC_PROFIT,57.86,7,0.37,257.26,853.67,Profit: 77.0%
2016-07-25,ADBE,BTC_PROFIT,90.02,4,0.68,271.39,638.34,Profit: 70.3%
2016-07-25,QCOM,SELL_PUT,56.74,7,1.72,1206.02,0.0,IV: 34.36%
2016-07-25,PYPL,SELL_PUT,35.68,11,1.16,1277.85,0.0,IV: 33.56%
2016-07-25,BLK,SELL_PUT,341.34,1,10.29,1028.75,0.0,IV: 32.02%
2016-08-03,EOG,BTC_PROFIT,78.79,5,0.82,408.19,834.92,Profit: 67.3%
2016-08-03,EOG,SELL_PUT,77.79,5,2.38,1187.76,0.0,IV: 32.27%
2016-08-08,TSLA,CALLED_AWAY,14.35,24,0.0,0.0,831.85,Shares Sold
2016-08-08,TSLA,STOCK_SELL_CALL,0.0,2400,15.08,3618560.03,0.0,Sold at Strike 14.35
2016-08-08,VRTX,CALLED_AWAY,88.93,3,0.0,0.0,583.76,Shares Sold
2016-08-08,VRTX,STOCK_SELL_CALL,0.0,300,102.47,3074100.04,0.0,Sold at Strike 88.93
2016-08-08,GS,BTC_PROFIT,153.51,2,0.95,189.27,801.04,Profit: 80.9%
2016-08-08,CAT,BTC_PROFIT,76.22,5,0.31,154.09,899.74,Profit: 85.5%
2016-08-08,EOG,BTC_PROFIT,77.79,5,0.86,429.18,752.09,Profit: 63.9%
2016-08-08,EOG,SELL_PUT,84.71,4,2.8,1121.08,0.0,IV: 36.11%
2016-08-08,MRK,SELL_PUT,56.65,7,1.79,1252.3,0.0,IV: 32.93%
2016-08-08,TXN,SELL_PUT,66.24,6,1.66,993.43,0.0,IV: 28.71%
2016-08-08,TSLA,SELL_PUT,14.24,29,0.35,1010.96,0.0,IV: 28.36%
2016-08-08,VRTX,SELL_PUT,96.78,4,2.35,938.96,0.0,IV: 28.21%
2016-08-10,MS,BTC_PROFIT,26.07,15,0.06,89.88,1609.13,Profit: 94.8%
2016-08-10,AMAT,BTC_PROFIT,25.12,16,0.12,191.39,746.42,Profit: 80.0%
2016-08-10,MS,SELL_PUT,27.79,15,0.64,958.06,0.0,IV: 25.18%
2016-08-10,CAT,SELL_PUT,78.89,5,1.73,866.34,0.0,IV: 24.55%
2016-08-11,AVGO,CALLED_AWAY,15.31,25,0.0,0.0,729.08,Shares Sold
2016-08-11,AVGO,STOCK_SELL_CALL,0.0,2500,17.21,4302249.91,0.0,Sold at Strike 15.31
2016-08-11,GM,SELL_PUT,30.31,13,0.66,861.36,0.0,IV: 24.47%
2016-08-15,NOW,BTC_PROFIT,67.16,6,0.2,119.85,1774.1,Profit: 93.7%
2016-08-15,MU,SELL_PUT,14.35,29,0.61,1779.99,0.0,IV: 44.53%
2016-08-16,MS,BTC_PROFIT,27.79,15,0.18,269.54,669.03,Profit: 71.9%
2016-08-16,CAT,BTC_PROFIT,78.89,5,0.84,419.49,440.36,Profit: 51.6%
2016-08-16,NOW,SELL_PUT,70.38,6,2.18,1309.88,0.0,IV: 32.58%
2016-08-16,AAPL,SELL_PUT,26.1,16,0.5,796.22,0.0,IV: 22.67%
2016-08-17,QCOM,BTC_PROFIT,56.74,7,0.23,159.31,1037.61,Profit: 86.8%
2016-08-17,PYPL,BTC_PROFIT,35.68,11,0.35,387.18,876.38,Profit: 69.7%
2016-08-17,BLK,BTC_PROFIT,341.34,1,0.27,26.85,1000.6,Profit: 97.4%
2016-08-17,PYPL,SELL_PUT,36.02,11,0.86,946.21,0.0,IV: 27.97%
2016-08-17,QCOM,SELL_PUT,59.45,7,1.4,981.39,0.0,IV: 25.60%
2016-08-17,CAT,SELL_PUT,80.57,5,1.42,712.0,0.0,IV: 21.73%
2016-08-19,MU,BTC_PROFIT,14.35,29,0.3,867.38,874.91,Profit: 51.3%
2016-08-19,MU,SELL_PUT,15.18,28,0.59,1649.38,0.0,IV: 39.79%
2016-08-31,TXN,BTC_PROFIT,66.24,6,0.75,452.13,533.5,Profit: 54.5%
2016-08-31,AMAT,SELL_PUT,28.48,15,0.71,1065.96,0.0,IV: 26.51%
2016-09-01,MRK,BTC_PROFIT,56.65,7,0.86,601.09,642.11,Profit: 52.0%
2016-09-01,MRK,SELL_PUT,56.68,7,1.72,1201.74,0.0,IV: 32.13%
2016-09-02,EOG,BTC_PROFIT,84.71,4,1.32,527.99,587.89,Profit: 52.9%
2016-09-02,LULU,SELL_PUT,64.07,6,2.08,1247.71,0.0,IV: 35.70%
2016-09-06,GM,BTC_PROFIT,30.31,13,0.13,167.36,677.1,Profit: 80.6%
2016-09-06,EOG,SELL_PUT,88.6,4,2.69,1077.07,0.0,IV: 34.37%
2016-09-08,NOW,BTC_PROFIT,70.38,6,0.68,407.49,894.6,Profit: 68.9%
2016-09-08,NOW,SELL_PUT,71.21,6,1.73,1038.38,0.0,IV: 28.26%
2016-09-09,PYPL,BTC_PROFIT,36.02,11,0.2,217.32,714.59,Profit: 77.0%
2016-09-09,QCOM,BTC_PROFIT,59.45,7,0.63,437.92,534.37,Profit: 55.4%
2016-09-09,CRM,SELL_PUT,70.83,6,1.24,741.71,0.0,IV: 21.60%
2016-09-09,AVGO,SELL_PUT,15.35,28,0.26,741.71,0.0,IV: 21.44%
2016-09-12,MU,BTC_PROFIT,15.18,28,0.08,228.72,1384.25,Profit: 86.1%
2016-09-12,MU,SELL_PUT,16.02,26,0.48,1259.92,0.0,IV: 34.36%
2016-09-13,AAPL,BTC_PROFIT,26.1,16,0.16,253.32,522.11,Profit: 68.2%
2016-09-13,GM,SELL_PUT,29.53,14,0.52,731.62,0.0,IV: 21.81%
2016-09-14,AVGO,BTC_PROFIT,15.35,28,0.1,283.71,421.6,Profit: 61.7%
2016-09-14,AVGO,SELL_PUT,16.19,26,0.32,835.49,0.0,IV: 23.20%
2016-09-19,CAT,BTC_PROFIT,80.57,5,0.64,320.05,385.45,Profit: 55.0%
2016-09-19,GM,BTC_PROFIT,29.53,14,0.19,261.34,452.08,Profit: 64.3%
2016-09-19,AAPL,SELL_PUT,27.1,15,0.48,714.87,0.0,IV: 21.73%
2016-09-19,PYPL,SELL_PUT,38.6,11,0.79,869.62,0.0,IV: 21.41%
2016-09-22,TSLA,EXPIRED_ASSIGNED,14.24,29,0.0,0.0,992.11,Assigned Shares
2016-09-22,TSLA,STOCK_BUY_ASSIGN,0.0,2900,13.76,-3990980.02,0.0,Bought at Strike 14.24
2016-09-22,VRTX,EXPIRED_ASSIGNED,96.78,4,0.0,0.0,936.36,Assigned Shares
2016-09-22,VRTX,STOCK_BUY_ASSIGN,0.0,400,92.12,-3684800.11,0.0,Bought at Strike 96.78
2016-09-22,TSLA,SELL_CALL,14.53,29,0.21,604.45,0.0,Covered Call
2016-09-22,VRTX,SELL_CALL,99.1,4,1.86,745.57,0.0,Covered Call
2016-09-26,MRK,BTC_PROFIT,56.68,7,0.13,94.47,1098.17,Profit: 92.1%
2016-09-26,VRTX,BTC_PROFIT,99.1,4,0.87,347.2,393.17,Profit: 53.4%
2016-09-26,VRTX,SELL_CALL,94.98,4,1.82,729.3,0.0,Covered Call
2016-09-26,ADBE,SELL_PUT,102.38,4,2.18,873.23,0.0,IV: 24.15%
2016-09-30,AMAT,BTC_PROFIT,28.48,15,0.25,369.17,677.28,Profit: 65.4%
2016-09-30,EOG,BTC_PROFIT,88.6,4,1.02,409.03,662.84,Profit: 62.0%
2016-09-30,EOG,SELL_PUT,90.36,4,2.93,1171.49,0.0,IV: 35.69%
2016-09-30,AMAT,SELL_PUT,28.47,15,0.73,1101.03,0.0,IV: 29.25%
2016-10-03,NOW,BTC_PROFIT,71.21,6,0.38,228.68,801.9,Profit: 78.0%
2016-10-03,NOW,SELL_PUT,75.15,5,2.37,1183.67,0.0,IV: 32.90%
2016-10-05,MU,BTC_PROFIT,16.02,26,0.15,402.61,823.51,Profit: 68.0%
2016-10-05,AMAT,BTC_PROFIT,28.47,15,0.34,504.87,576.66,Profit: 54.1%
2016-10-05,MU,SELL_PUT,16.54,26,0.53,1369.47,0.0,IV: 35.32%
2016-10-05,QCOM,SELL_PUT,63.8,6,1.58,950.85,0.0,IV: 26.46%
2016-10-06,VRTX,BTC_PROFIT,94.98,4,0.73,294.0,430.1,Profit: 59.7%
2016-10-06,VRTX,SELL_CALL,91.4,4,1.81,722.12,0.0,Covered Call
2016-10-07,AVGO,BTC_PROFIT,16.19,26,0.09,240.6,561.09,Profit: 71.2%
2016-10-07,AVGO,SELL_PUT,16.63,26,0.36,927.81,0.0,IV: 24.26%
2016-10-12,AAPL,BTC_PROFIT,27.1,15,0.1,154.9,540.47,Profit: 78.3%
2016-10-12,VRTX,BTC_PROFIT,91.4,4,0.75,299.52,417.4,Profit: 58.5%
2016-10-12,VRTX,SELL_CALL,87.03,4,1.77,708.79,0.0,Covered Call
2016-10-12,CAT,SELL_PUT,83.6,5,1.63,816.5,0.0,IV: 23.02%
2016-10-17,LULU,EXPIRED_ASSIGNED,64.07,6,0.0,0.0,1243.81,Assigned Shares
2016-10-17,LULU,STOCK_BUY_ASSIGN,0.0,600,54.88,-3292800.06,0.0,Bought at Strike 64.07
2016-10-17,TSLA,BTC_PROFIT,14.53,29,0.02,50.27,516.49,Profit: 91.7%
2016-10-17,TSLA,SELL_CALL,13.78,29,0.23,667.22,0.0,Covered Call
2016-10-17,LULU,SELL_CALL,57.37,6,0.71,424.56,0.0,Covered Call
2016-10-19,PYPL,BTC_PROFIT,38.6,11,0.25,272.48,582.85,Profit: 68.7%
2016-10-19,ADBE,BTC_PROFIT,102.38,4,1.01,404.32,463.71,Profit: 53.7%
2016-10-19,INTC,SELL_PUT,33.9,12,0.86,1033.66,0.0,IV: 26.80%
2016-10-19,UNH,SELL_PUT,137.81,3,3.29,987.14,0.0,IV: 25.84%
2016-10-21,CRM,BTC_PROFIT,70.83,6,0.28,166.8,567.12,Profit: 77.5%
2016-10-21,CRM,SELL_PUT,68.39,6,2.55,1530.01,0.0,IV: 41.06%
2016-10-27,NOW,BTC_PROFIT,75.15,5,0.39,197.3,979.87,Profit: 83.3%
2016-10-27,PYPL,SELL_PUT,38.95,11,1.18,1297.67,0.0,IV: 34.39%
2016-10-28,QCOM,BTC_PROFIT,63.8,6,0.52,310.47,632.58,Profit: 67.3%
2016-10-28,NOW,SELL_PUT,80.47,5,2.43,1214.74,0.0,IV: 34.30%
2016-10-31,MU,BTC_PROFIT,16.54,26,0.25,646.91,688.75,Profit: 52.8%
2016-10-31,AMGN,SELL_PUT,133.32,3,3.93,1180.25,0.0,IV: 31.68%
2016-11-02,AVGO,BTC_PROFIT,16.63,26,0.13,348.2,545.81,Profit: 62.5%
2016-11-02,QCOM,SELL_PUT,64.04,6,1.66,993.65,0.0,IV: 27.13%
2016-11-03,EOG,BTC_PROFIT,90.36,4,1.18,473.43,692.86,Profit: 59.6%
2016-11-03,EOG,SELL_PUT,87.89,4,2.06,825.68,0.0,IV: 25.62%
2016-11-04,VRTX,BTC_PROFIT,87.03,4,0.43,172.39,531.19,Profit: 75.7%
2016-11-04,VRTX,SELL_CALL,84.94,4,1.67,669.59,0.0,Covered Call
2016-11-09,CAT,BTC_PROFIT,83.6,5,0.35,172.53,637.47,Profit: 78.9%
2016-11-09,TSLA,BTC_PROFIT,13.78,29,0.07,213.96,415.56,Profit: 67.9%
2016-11-09,EOG,BTC_PROFIT,87.89,4,0.5,201.54,618.94,Profit: 75.6%
2016-11-09,TSLA,SELL_CALL,13.5,29,0.26,761.09,0.0,Covered Call
2016-11-09,MS,SELL_PUT,34.49,12,0.85,1024.36,0.0,IV: 28.68%
2016-11-09,MRK,SELL_PUT,57.84,7,1.4,983.16,0.0,IV: 28.36%
2016-11-11,UNH,BTC_PROFIT,137.81,3,1.35,404.86,578.38,Profit: 59.0%
2016-11-11,MS,BTC_PROFIT,34.49,12,0.36,437.77,570.99,Profit: 57.3%
2016-11-11,GM,SELL_PUT,32.13,13,0.82,1063.24,0.0,IV: 29.65%
2016-11-11,CAT,SELL_PUT,88.78,4,2.4,959.75,0.0,IV: 28.49%
2016-11-14,TSLA,BTC_PROFIT,13.5,29,0.08,239.83,483.56,Profit: 68.5%
2016-11-14,TSLA,SELL_CALL,12.89,29,0.22,631.37,0.0,Covered Call
2016-11-15,INTC,BTC_PROFIT,33.9,12,0.43,515.18,502.88,Profit: 50.2%
2016-11-15,CRM,BTC_PROFIT,68.39,6,1.01,606.63,915.58,Profit: 60.4%
2016-11-15,CRM,SELL_PUT,69.16,6,2.51,1506.23,0.0,IV: 38.35%
2016-11-15,AMZN,SELL_PUT,35.1,12,0.94,1131.71,0.0,IV: 30.08%
2016-11-18,CRM,BTC_PROFIT,69.16,6,1.09,655.96,842.47,Profit: 56.4%
2016-11-18,CRM,SELL_PUT,73.45,5,2.44,1219.18,0.0,IV: 34.17%
2016-11-22,NOW,BTC_PROFIT,80.47,5,1.2,600.86,607.38,Profit: 50.5%
2016-11-22,AMZN,BTC_PROFIT,35.1,12,0.42,501.12,615.0,Profit: 55.7%
2016-11-22,NOW,SELL_PUT,80.57,5,2.61,1306.57,0.0,IV: 35.89%
2016-11-22,AMZN,SELL_PUT,37.09,11,1.07,1178.11,0.0,IV: 31.39%
2016-11-25,AMGN,BTC_PROFIT,133.32,3,1.82,545.78,630.58,Profit: 53.8%
2016-11-25,QCOM,BTC_PROFIT,64.04,6,0.29,171.4,814.45,Profit: 82.8%
2016-11-25,AMGN,SELL_PUT,135.88,3,5.08,1522.55,0.0,IV: 39.05%
2016-11-25,LLY,SELL_PUT,64.58,6,2.28,1368.13,0.0,IV: 37.76%
2016-11-30,LULU,BTC_PROFIT,57.37,6,0.26,153.71,263.06,Profit: 63.8%
2016-11-30,LULU,SELL_CALL,61.31,6,1.28,767.88,0.0,Covered Call
2016-12-02,VRTX,BTC_PROFIT,84.94,4,0.74,294.91,369.48,Profit: 56.0%
2016-12-02,VRTX,SELL_CALL,85.03,4,2.42,969.18,0.0,Covered Call
2016-12-05,PYPL,BTC_PROFIT,38.95,11,0.42,462.3,821.07,Profit: 64.4%
2016-12-05,GM,BTC_PROFIT,32.13,13,0.39,506.46,539.89,Profit: 52.4%
2016-12-05,CAT,BTC_PROFIT,88.78,4,1.0,400.52,554.03,Profit: 58.3%
2016-12-05,EOG,SELL_PUT,97.6,4,3.51,1405.43,0.0,IV: 38.20%
2016-12-05,GM,SELL_PUT,32.65,13,1.04,1357.49,0.0,IV: 35.60%
2016-12-05,MU,SELL_PUT,17.58,25,0.57,1420.53,0.0,IV: 33.59%
2016-12-07,MU,BTC_PROFIT,17.58,25,0.27,683.4,704.64,Profit: 51.9%
2016-12-07,MU,SELL_PUT,19.1,23,0.71,1633.58,0.0,IV: 38.92%
2016-12-09,GM,BTC_PROFIT,32.65,13,0.36,462.62,877.96,Profit: 65.9%
2016-12-09,GM,SELL_PUT,35.57,12,1.18,1411.84,0.0,IV: 34.12%
2016-12-13,MRK,BTC_PROFIT,57.84,7,0.66,463.33,510.73,Profit: 52.9%
2016-12-13,AMAT,SELL_PUT,30.25,14,0.94,1320.41,0.0,IV: 32.94%
2016-12-19,AMGN,BTC_PROFIT,135.88,3,0.8,238.62,1280.03,Profit: 84.3%
2016-12-19,LLY,BTC_PROFIT,64.58,6,0.67,404.27,956.06,Profit: 70.5%
2016-12-19,LLY,SELL_PUT,67.86,6,2.78,1667.84,0.0,IV: 43.61%
2016-12-19,AVGO,SELL_PUT,17.04,26,0.49,1268.04,0.0,IV: 31.35%
2016-12-20,AMZN,BTC_PROFIT,37.09,11,0.39,429.39,734.42,Profit: 63.6%
2016-12-20,CAT,SELL_PUT,89.1,5,2.35,1176.57,0.0,IV: 29.88%
2016-12-22,CAT,BTC_PROFIT,89.1,5,1.11,553.91,616.16,Profit: 52.9%
2016-12-22,QCOM,SELL_PUT,63.73,7,1.61,1127.09,0.0,IV: 26.94%
2016-12-23,AMAT,BTC_PROFIT,30.25,14,0.43,606.61,695.6,Profit: 54.1%
2016-12-23,AMAT,SELL_PUT,31.07,14,0.82,1141.62,0.0,IV: 29.79%
2016-12-27,VRTX,BTC_PROFIT,85.03,4,0.24,97.18,866.81,Profit: 90.0%
2016-12-27,VRTX,SELL_CALL,81.65,4,1.66,662.5,0.0,Covered Call
2016-12-29,TSLA,CALLED_AWAY,12.89,29,0.0,0.0,612.52,Shares Sold
2016-12-29,TSLA,STOCK_SELL_CALL,0.0,2900,14.31,4150480.08,0.0,Sold at Strike 12.89
2016-12-29,GS,SELL_PUT,227.35,1,4.36,436.41,0.0,IV: 22.98%
2016-12-30,MU,BTC_PROFIT,19.1,23,0.3,690.64,913.05,Profit: 57.7%
2016-12-30,MU,SELL_PUT,20.04,22,1.0,2199.54,0.0,IV: 51.44%
2017-01-03,CRM,EXPIRED_ASSIGNED,73.45,5,0.0,0.0,1215.93,Assigned Shares
2017-01-03,CRM,STOCK_BUY_ASSIGN,0.0,500,70.54,-3527000.05,0.0,Bought at Strike 73.45
2017-01-03,EOG,BTC_PROFIT,97.6,4,1.59,634.78,765.45,Profit: 54.8%
2017-01-03,CRM,SELL_CALL,74.46,5,1.25,626.98,0.0,Covered Call
2017-01-03,EOG,SELL_PUT,96.74,4,3.54,1414.7,0.0,IV: 38.58%
2017-01-06,NOW,EXPIRED_WIN,80.57,5,0.0,0.0,1303.32,Full Premium Keep
2017-01-06,GS,BTC_PROFIT,227.35,1,1.86,186.37,248.74,Profit: 57.3%
2017-01-06,NOW,SELL_PUT,76.71,5,2.67,1333.56,0.0,IV: 37.42%
2017-01-06,TSLA,SELL_PUT,14.42,31,0.41,1285.7,0.0,IV: 31.36%
2017-01-10,GM,BTC_PROFIT,35.57,12,0.46,547.78,848.47,Profit: 61.2%
2017-01-10,GM,SELL_PUT,34.9,13,1.06,1383.53,0.0,IV: 34.64%
2017-01-11,LLY,BTC_PROFIT,67.86,6,0.11,66.66,1593.38,Profit: 96.0%
2017-01-11,AVGO,BTC_PROFIT,17.04,26,0.21,550.7,683.54,Profit: 56.6%
2017-01-11,AVGO,SELL_PUT,17.13,27,0.44,1186.29,0.0,IV: 27.11%
2017-01-11,LLY,SELL_PUT,71.84,6,1.32,789.26,0.0,IV: 22.36%
2017-01-13,EOG,BTC_PROFIT,96.74,4,0.41,163.9,1245.6,Profit: 88.4%
2017-01-13,TSLA,BTC_PROFIT,14.42,31,0.2,623.76,621.64,Profit: 51.5%
2017-01-13,TSLA,SELL_PUT,14.97,30,0.4,1212.21,0.0,IV: 30.21%
2017-01-13,NKE,SELL_PUT,51.05,9,1.0,899.47,0.0,IV: 21.04%
2017-01-17,LULU,CALLED_AWAY,61.31,6,0.0,0.0,763.98,Shares Sold
2017-01-17,LULU,STOCK_SELL_CALL,0.0,600,68.78,4126799.93,0.0,Sold at Strike 61.31
2017-01-17,AMAT,BTC_PROFIT,31.07,14,0.14,197.28,926.14,Profit: 82.7%
2017-01-17,LULU,SELL_PUT,62.87,7,3.17,2218.11,0.0,IV: 51.76%
2017-01-17,AMAT,SELL_PUT,31.79,14,0.61,847.55,0.0,IV: 22.82%
2017-01-18,QCOM,BTC_PROFIT,63.73,7,0.78,546.28,571.71,Profit: 51.5%
2017-01-18,AVGO,BTC_PROFIT,17.13,27,0.17,452.92,698.26,Profit: 61.8%
2017-01-18,LLY,BTC_PROFIT,71.84,6,0.58,345.87,435.59,Profit: 56.2%
2017-01-18,AVGO,SELL_PUT,17.66,26,0.35,909.1,0.0,IV: 23.37%
2017-01-18,MS,SELL_PUT,41.34,11,0.84,928.68,0.0,IV: 21.61%
2017-01-18,LLY,SELL_PUT,74.79,6,1.52,913.96,0.0,IV: 21.55%
2017-01-19,TSLA,BTC_PROFIT,14.97,30,0.19,574.41,598.8,Profit: 52.6%
2017-01-19,TSLA,SELL_PUT,15.51,29,0.38,1112.67,0.0,IV: 26.62%
2017-01-20,AMAT,BTC_PROFIT,31.79,14,0.3,415.32,414.03,Profit: 51.0%
2017-01-20,MRK,SELL_PUT,57.56,8,1.13,903.54,0.0,IV: 21.08%
2017-01-23,MU,BTC_PROFIT,20.04,22,0.37,820.26,1350.68,Profit: 62.7%
2017-01-23,NKE,BTC_PROFIT,51.05,9,0.43,385.26,502.51,Profit: 57.2%
2017-01-23,MU,SELL_PUT,20.23,23,0.84,1934.58,0.0,IV: 43.98%
2017-01-23,QCOM,SELL_PUT,51.28,9,2.11,1895.94,0.0,IV: 41.40%
2017-01-24,LULU,BTC_PROFIT,62.87,7,0.71,498.21,1710.81,Profit: 77.5%
2017-01-24,AVGO,BTC_PROFIT,17.66,26,0.11,282.77,592.53,Profit: 68.9%
